date,session,mph,avg_g,dist_m,runID,status
2026-09-02,pairedseeds,60,1.0395,35.2276,1788405673-0002,OK
2026-09-02,pairedseeds,60,1.0168,36.0148,1788405701-0001,OK
2026-09-02,pairedseeds,60,1.0165,36.0244,1788406573-0005,OK
2026-09-02,pairedseeds,60,1.0203,35.8884,1788406606-0006,OK
