date,session,mph,avg_g,dist_m,runID,status
2026-09-02,lockweight,60,1.1277,32.4713,1788409135-0001,OK
2026-09-02,lockweight,60,1.1072,33.0721,1788409168-0002,OK
2026-09-02,slipyaw3,60,1.1007,33.2682,1788412341-0003,OK
2026-09-02,slipyaw3,60,1.0995,33.3055,1788412373-0004,OK
